batch,version,file,question_id,response_id,answer
Batch1,v3,medical_questions_v3.txt,1,1,yes
Batch1,v3,medical_questions_v3.txt,1,2,yes
Batch1,v3,medical_questions_v3.txt,1,3,no
Batch1,v3,medical_questions_v3.txt,1,4,no
Batch1,v3,medical_questions_v3.txt,1,5,yes
Batch1,v3,medical_questions_v3.txt,1,6,no
Batch1,v3,medical_questions_v3.txt,1,7,no
Batch1,v3,medical_questions_v3.txt,1,8,no
Batch1,v3,medical_questions_v3.txt,1,9,yes
Batch1,v3,medical_questions_v3.txt,1,10,no
Batch1,v3,medical_questions_v3.txt,2,1,yes
Batch1,v3,medical_questions_v3.txt,2,2,yes
Batch1,v3,medical_questions_v3.txt,2,3,no
Batch1,v3,medical_questions_v3.txt,2,4,yes
Batch1,v3,medical_questions_v3.txt,2,5,yes
Batch1,v3,medical_questions_v3.txt,2,6,yes
Batch1,v3,medical_questions_v3.txt,2,7,yes
Batch1,v3,medical_questions_v3.txt,2,8,yes
Batch1,v3,medical_questions_v3.txt,2,9,yes
Batch1,v3,medical_questions_v3.txt,2,10,no
Batch1,v3,medical_questions_v3.txt,3,1,yes
Batch1,v3,medical_questions_v3.txt,3,2,no
Batch1,v3,medical_questions_v3.txt,3,3,yes
Batch1,v3,medical_questions_v3.txt,3,4,yes
Batch1,v3,medical_questions_v3.txt,3,5,yes
Batch1,v3,medical_questions_v3.txt,3,6,yes
Batch1,v3,medical_questions_v3.txt,3,7,yes
Batch1,v3,medical_questions_v3.txt,3,8,yes
Batch1,v3,medical_questions_v3.txt,3,9,yes
Batch1,v3,medical_questions_v3.txt,3,10,yes
Batch1,v3,medical_questions_v3.txt,4,1,yes
Batch1,v3,medical_questions_v3.txt,4,2,no
Batch1,v3,medical_questions_v3.txt,4,3,yes
Batch1,v3,medical_questions_v3.txt,4,4,no
Batch1,v3,medical_questions_v3.txt,4,5,yes
Batch1,v3,medical_questions_v3.txt,4,6,yes
Batch1,v3,medical_questions_v3.txt,4,7,yes
Batch1,v3,medical_questions_v3.txt,4,8,no
Batch1,v3,medical_questions_v3.txt,4,9,yes
Batch1,v3,medical_questions_v3.txt,4,10,yes
Batch1,v3,medical_questions_v3.txt,5,1,no
Batch1,v3,medical_questions_v3.txt,5,2,no
Batch1,v3,medical_questions_v3.txt,5,3,no
Batch1,v3,medical_questions_v3.txt,5,4,no
Batch1,v3,medical_questions_v3.txt,5,5,no
Batch1,v3,medical_questions_v3.txt,5,6,no
Batch1,v3,medical_questions_v3.txt,5,7,no
Batch1,v3,medical_questions_v3.txt,5,8,no
Batch1,v3,medical_questions_v3.txt,5,9,no
Batch1,v3,medical_questions_v3.txt,5,10,no
Batch1,v3,medical_questions_v3.txt,6,1,yes
Batch1,v3,medical_questions_v3.txt,6,2,no
Batch1,v3,medical_questions_v3.txt,6,3,yes
Batch1,v3,medical_questions_v3.txt,6,4,no
Batch1,v3,medical_questions_v3.txt,6,5,yes
Batch1,v3,medical_questions_v3.txt,6,6,yes
Batch1,v3,medical_questions_v3.txt,6,7,yes
Batch1,v3,medical_questions_v3.txt,6,8,yes
Batch1,v3,medical_questions_v3.txt,6,9,yes
Batch1,v3,medical_questions_v3.txt,6,10,yes
Batch1,v3,medical_questions_v3.txt,7,1,yes
Batch1,v3,medical_questions_v3.txt,7,2,yes
Batch1,v3,medical_questions_v3.txt,7,3,no
Batch1,v3,medical_questions_v3.txt,7,4,no
Batch1,v3,medical_questions_v3.txt,7,5,yes
Batch1,v3,medical_questions_v3.txt,7,6,no
Batch1,v3,medical_questions_v3.txt,7,7,yes
Batch1,v3,medical_questions_v3.txt,7,8,yes
Batch1,v3,medical_questions_v3.txt,7,9,yes
Batch1,v3,medical_questions_v3.txt,7,10,no
Batch1,v3,medical_questions_v3.txt,8,1,no
Batch1,v3,medical_questions_v3.txt,8,2,yes
Batch1,v3,medical_questions_v3.txt,8,3,no
Batch1,v3,medical_questions_v3.txt,8,4,no
Batch1,v3,medical_questions_v3.txt,8,5,no
Batch1,v3,medical_questions_v3.txt,8,6,no
Batch1,v3,medical_questions_v3.txt,8,7,no
Batch1,v3,medical_questions_v3.txt,8,8,no
Batch1,v3,medical_questions_v3.txt,8,9,no
Batch1,v3,medical_questions_v3.txt,8,10,no
Batch1,v3,medical_questions_v3.txt,9,1,yes
Batch1,v3,medical_questions_v3.txt,9,2,yes
Batch1,v3,medical_questions_v3.txt,9,3,no
Batch1,v3,medical_questions_v3.txt,9,4,no
Batch1,v3,medical_questions_v3.txt,9,5,yes
Batch1,v3,medical_questions_v3.txt,9,6,no
Batch1,v3,medical_questions_v3.txt,9,7,no
Batch1,v3,medical_questions_v3.txt,9,8,yes
Batch1,v3,medical_questions_v3.txt,9,9,yes
Batch1,v3,medical_questions_v3.txt,9,10,no
Batch1,v3,medical_questions_v3.txt,10,1,no
Batch1,v3,medical_questions_v3.txt,10,2,yes
Batch1,v3,medical_questions_v3.txt,10,3,no
Batch1,v3,medical_questions_v3.txt,10,4,no
Batch1,v3,medical_questions_v3.txt,10,5,no
Batch1,v3,medical_questions_v3.txt,10,6,no
Batch1,v3,medical_questions_v3.txt,10,7,no
Batch1,v3,medical_questions_v3.txt,10,8,no
Batch1,v3,medical_questions_v3.txt,10,9,no
Batch1,v3,medical_questions_v3.txt,10,10,no
Batch1,v3,medical_questions_v3.txt,11,1,yes
Batch1,v3,medical_questions_v3.txt,11,2,yes
Batch1,v3,medical_questions_v3.txt,11,3,yes
Batch1,v3,medical_questions_v3.txt,11,4,yes
Batch1,v3,medical_questions_v3.txt,11,5,yes
Batch1,v3,medical_questions_v3.txt,11,6,yes
Batch1,v3,medical_questions_v3.txt,11,7,yes
Batch1,v3,medical_questions_v3.txt,11,8,yes
Batch1,v3,medical_questions_v3.txt,11,9,yes
Batch1,v3,medical_questions_v3.txt,11,10,yes
Batch1,v3,medical_questions_v3.txt,12,1,yes
Batch1,v3,medical_questions_v3.txt,12,2,yes
Batch1,v3,medical_questions_v3.txt,12,3,yes
Batch1,v3,medical_questions_v3.txt,12,4,yes
Batch1,v3,medical_questions_v3.txt,12,5,yes
Batch1,v3,medical_questions_v3.txt,12,6,yes
Batch1,v3,medical_questions_v3.txt,12,7,yes
Batch1,v3,medical_questions_v3.txt,12,8,yes
Batch1,v3,medical_questions_v3.txt,12,9,yes
Batch1,v3,medical_questions_v3.txt,12,10,yes
