batch,version,file,question_id,response_id,answer
Batch2,v2,medical_questions_v2.txt,1,1,yes
Batch2,v2,medical_questions_v2.txt,1,2,yes
Batch2,v2,medical_questions_v2.txt,1,3,yes
Batch2,v2,medical_questions_v2.txt,1,4,yes
Batch2,v2,medical_questions_v2.txt,1,5,yes
Batch2,v2,medical_questions_v2.txt,1,6,yes
Batch2,v2,medical_questions_v2.txt,1,7,yes
Batch2,v2,medical_questions_v2.txt,1,8,yes
Batch2,v2,medical_questions_v2.txt,1,9,yes
Batch2,v2,medical_questions_v2.txt,1,10,yes
Batch2,v2,medical_questions_v2.txt,2,1,no
Batch2,v2,medical_questions_v2.txt,2,2,no
Batch2,v2,medical_questions_v2.txt,2,3,no
Batch2,v2,medical_questions_v2.txt,2,4,no
Batch2,v2,medical_questions_v2.txt,2,5,no
Batch2,v2,medical_questions_v2.txt,2,6,no
Batch2,v2,medical_questions_v2.txt,2,7,no
Batch2,v2,medical_questions_v2.txt,2,8,no
Batch2,v2,medical_questions_v2.txt,2,9,no
Batch2,v2,medical_questions_v2.txt,2,10,no
Batch2,v2,medical_questions_v2.txt,3,1,no
Batch2,v2,medical_questions_v2.txt,3,2,no
Batch2,v2,medical_questions_v2.txt,3,3,no
Batch2,v2,medical_questions_v2.txt,3,4,no
Batch2,v2,medical_questions_v2.txt,3,5,no
Batch2,v2,medical_questions_v2.txt,3,6,no
Batch2,v2,medical_questions_v2.txt,3,7,no
Batch2,v2,medical_questions_v2.txt,3,8,no
Batch2,v2,medical_questions_v2.txt,3,9,no
Batch2,v2,medical_questions_v2.txt,3,10,no
Batch2,v2,medical_questions_v2.txt,4,1,yes
Batch2,v2,medical_questions_v2.txt,4,2,no
Batch2,v2,medical_questions_v2.txt,4,3,no
Batch2,v2,medical_questions_v2.txt,4,4,no
Batch2,v2,medical_questions_v2.txt,4,5,yes
Batch2,v2,medical_questions_v2.txt,4,6,no
Batch2,v2,medical_questions_v2.txt,4,7,yes
Batch2,v2,medical_questions_v2.txt,4,8,no
Batch2,v2,medical_questions_v2.txt,4,9,no
Batch2,v2,medical_questions_v2.txt,4,10,no
Batch2,v2,medical_questions_v2.txt,5,1,no
Batch2,v2,medical_questions_v2.txt,5,2,no
Batch2,v2,medical_questions_v2.txt,5,3,no
Batch2,v2,medical_questions_v2.txt,5,4,no
Batch2,v2,medical_questions_v2.txt,5,5,no
Batch2,v2,medical_questions_v2.txt,5,6,no
Batch2,v2,medical_questions_v2.txt,5,7,no
Batch2,v2,medical_questions_v2.txt,5,8,no
Batch2,v2,medical_questions_v2.txt,5,9,no
Batch2,v2,medical_questions_v2.txt,5,10,no
Batch2,v2,medical_questions_v2.txt,6,1,yes
Batch2,v2,medical_questions_v2.txt,6,2,no
Batch2,v2,medical_questions_v2.txt,6,3,no
Batch2,v2,medical_questions_v2.txt,6,4,no
Batch2,v2,medical_questions_v2.txt,6,5,yes
Batch2,v2,medical_questions_v2.txt,6,6,no
Batch2,v2,medical_questions_v2.txt,6,7,yes
Batch2,v2,medical_questions_v2.txt,6,8,no
Batch2,v2,medical_questions_v2.txt,6,9,yes
Batch2,v2,medical_questions_v2.txt,6,10,no
Batch2,v2,medical_questions_v2.txt,7,1,no
Batch2,v2,medical_questions_v2.txt,7,2,no
Batch2,v2,medical_questions_v2.txt,7,3,no
Batch2,v2,medical_questions_v2.txt,7,4,no
Batch2,v2,medical_questions_v2.txt,7,5,no
Batch2,v2,medical_questions_v2.txt,7,6,no
Batch2,v2,medical_questions_v2.txt,7,7,no
Batch2,v2,medical_questions_v2.txt,7,8,no
Batch2,v2,medical_questions_v2.txt,7,9,no
Batch2,v2,medical_questions_v2.txt,7,10,no
Batch2,v2,medical_questions_v2.txt,8,1,yes
Batch2,v2,medical_questions_v2.txt,8,2,yes
Batch2,v2,medical_questions_v2.txt,8,3,yes
Batch2,v2,medical_questions_v2.txt,8,4,yes
Batch2,v2,medical_questions_v2.txt,8,5,yes
Batch2,v2,medical_questions_v2.txt,8,6,yes
Batch2,v2,medical_questions_v2.txt,8,7,yes
Batch2,v2,medical_questions_v2.txt,8,8,yes
Batch2,v2,medical_questions_v2.txt,8,9,yes
Batch2,v2,medical_questions_v2.txt,8,10,yes
Batch2,v2,medical_questions_v2.txt,9,1,no
Batch2,v2,medical_questions_v2.txt,9,2,no
Batch2,v2,medical_questions_v2.txt,9,3,no
Batch2,v2,medical_questions_v2.txt,9,4,no
Batch2,v2,medical_questions_v2.txt,9,5,no
Batch2,v2,medical_questions_v2.txt,9,6,yes
Batch2,v2,medical_questions_v2.txt,9,7,no
Batch2,v2,medical_questions_v2.txt,9,8,no
Batch2,v2,medical_questions_v2.txt,9,9,no
Batch2,v2,medical_questions_v2.txt,9,10,no
Batch2,v2,medical_questions_v2.txt,10,1,yes
Batch2,v2,medical_questions_v2.txt,10,2,yes
Batch2,v2,medical_questions_v2.txt,10,3,yes
Batch2,v2,medical_questions_v2.txt,10,4,yes
Batch2,v2,medical_questions_v2.txt,10,5,yes
Batch2,v2,medical_questions_v2.txt,10,6,no
Batch2,v2,medical_questions_v2.txt,10,7,yes
Batch2,v2,medical_questions_v2.txt,10,8,yes
Batch2,v2,medical_questions_v2.txt,10,9,yes
Batch2,v2,medical_questions_v2.txt,10,10,no
Batch2,v2,medical_questions_v2.txt,11,1,no
Batch2,v2,medical_questions_v2.txt,11,2,no
Batch2,v2,medical_questions_v2.txt,11,3,no
Batch2,v2,medical_questions_v2.txt,11,4,no
Batch2,v2,medical_questions_v2.txt,11,5,no
Batch2,v2,medical_questions_v2.txt,11,6,no
Batch2,v2,medical_questions_v2.txt,11,7,no
Batch2,v2,medical_questions_v2.txt,11,8,no
Batch2,v2,medical_questions_v2.txt,11,9,no
Batch2,v2,medical_questions_v2.txt,11,10,no
